[2026-07-06T01:04:54.451Z] GET http://localhost:5173/src/components/ZoneModal.tsx → 304 (9ms, ?B)
[2026-07-06T01:04:54.455Z] GET http://localhost:5173/src/components/EditZoneModal.tsx → 304 (5ms, ?B)
[2026-07-06T01:04:54.460Z] GET http://localhost:5173/src/components/ui/Badge.tsx → 304 (?ms, ?B)
[2026-07-06T01:04:54.460Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=b6b7d5c4 → 200 (?ms, -265B)
[2026-07-06T01:04:54.460Z] GET http://localhost:5173/node_modules/.vite/deps/@supabase_supabase-js.js?v=b6b7d5c4 → 200 (?ms, -266B)
[2026-07-06T01:04:54.460Z] GET http://localhost:5173/src/components/Modal.tsx → 304 (?ms, ?B)
[2026-07-06T01:07:51.772Z] GET http://localhost:5173/src/pages/Login.tsx?t=1783300071755 → 200 (71ms, 12602B)
[2026-07-06T01:07:51.772Z] GET http://localhost:5173/src/index.css?t=1783300071755 → 200 (70ms, 46965B)
[2026-07-06T01:07:55.694Z] GET http://localhost:5173/src/pages/Login.tsx?t=1783300075692 → 200 (49ms, 12589B)
[2026-07-06T01:07:55.694Z] GET http://localhost:5173/src/index.css?t=1783300075692 → 200 (48ms, 46965B)
[2026-07-06T01:08:00.175Z] GET http://localhost:5173/src/pages/Login.tsx?t=1783300080172 → 200 (53ms, 12631B)
[2026-07-06T01:08:00.176Z] GET http://localhost:5173/src/index.css?t=1783300080172 → 200 (48ms, 46965B)
[2026-07-06T01:08:04.473Z] GET http://localhost:5173/src/pages/Login.tsx?t=1783300084470 → 200 (39ms, 12622B)
[2026-07-06T01:08:04.473Z] GET http://localhost:5173/src/index.css?t=1783300084470 → 200 (37ms, 46965B)
[2026-07-06T01:08:08.417Z] GET http://localhost:5173/src/pages/Login.tsx?t=1783300088412 → 200 (66ms, 12664B)
[2026-07-06T01:08:08.417Z] GET http://localhost:5173/src/index.css?t=1783300088412 → 200 (62ms, 46965B)
[2026-07-06T01:08:15.821Z] GET http://localhost:5173/src/pages/Login.tsx?t=1783300095818 → 200 (48ms, 12700B)
[2026-07-06T01:08:15.822Z] GET http://localhost:5173/src/index.css?t=1783300095818 → 200 (44ms, 46965B)
[2026-07-06T01:08:24.113Z] GET http://localhost:5173/src/components/ProtectedRoute.tsx?t=1783300104110 → 200 (46ms, 7656B)
[2026-07-06T01:08:24.113Z] GET http://localhost:5173/src/index.css?t=1783300104110 → 200 (42ms, 46965B)
[2026-07-06T01:08:29.841Z] GET http://localhost:5173/src/components/ProtectedRoute.tsx?t=1783300109838 → 200 (39ms, 7663B)
[2026-07-06T01:08:29.841Z] GET http://localhost:5173/src/index.css?t=1783300109838 → 200 (35ms, 46965B)
[2026-07-06T01:08:36.149Z] GET http://localhost:5173/src/index.css?t=1783300116144 → 200 (42ms, 47479B)
[2026-07-06T01:08:36.149Z] GET http://localhost:5173/src/components/Sidebar.tsx?t=1783300116144 → 200 (47ms, 9037B)
[2026-07-06T01:08:42.220Z] GET http://localhost:5173/src/index.css?t=1783300122214 → 200 (42ms, 47597B)
[2026-07-06T01:08:42.220Z] GET http://localhost:5173/src/components/Header.tsx?t=1783300122214 → 200 (39ms, 8807B)
[2026-07-06T01:08:46.206Z] GET http://localhost:5173/src/layouts/SuperAdminLayout.tsx?t=1783300126204 → 200 (30ms, 4225B)
[2026-07-06T01:08:46.206Z] GET http://localhost:5173/src/index.css?t=1783300126204 → 200 (27ms, 47597B)
[2026-07-06T01:08:59.192Z] GET http://localhost:5173/src/pages/Users.tsx?t=1783300139189 → 200 (44ms, 24843B)
[2026-07-06T01:08:59.192Z] GET http://localhost:5173/src/index.css?t=1783300139189 → 200 (38ms, 47597B)
[2026-07-06T01:09:04.887Z] GET http://localhost:5173/src/pages/Users.tsx?t=1783300144885 → 200 (41ms, 24857B)
[2026-07-06T01:09:04.887Z] GET http://localhost:5173/src/index.css?t=1783300144885 → 200 (38ms, 47597B)
[2026-07-06T01:09:10.542Z] GET http://localhost:5173/src/pages/Users.tsx?t=1783300150539 → pending (?ms, ?B)
[2026-07-06T01:09:10.542Z] GET http://localhost:5173/src/index.css?t=1783300150539 → pending (?ms, ?B)
[2026-07-06T01:09:14.997Z] GET http://localhost:5173/src/pages/Users.tsx?t=1783300154991 → 200 (45ms, 24787B)
[2026-07-06T01:09:14.998Z] GET http://localhost:5173/src/index.css?t=1783300154991 → 200 (38ms, 47804B)
